Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / Canada,Compare At Price / Canada,Status
west-point-dress-gray-uniform-wristlet,West Point Dress Gray Uniform Wristlet,"<meta charset=""utf-8"">
<p>This unique bag is handcrafted from an upcycled West Point Dress Gray Cadet uniform. The interior of the bag is crafted from the “as for class” shirt. Carry this wristlet as an elegant nod to the traditions of West Point Military Academy... or just because it's classic and gorgeous! </p>
<p>Handcrafted by a woman winning her battle against addiction #carrysomethingthatmatters</p>
<p><span>Please Note:</span><br><span>- Photo is of a sample bag. Each item is unique based on the uniform used, so your bag may include minor variations such as a slight shift in pattern placement.</span></p>
<p>Bag Details:<br>– two internal side-wall pockets <br>–<span> </span>main<span> </span>body of the bag is 11 x 7 inches <br><span>– snap closure</span><br>– #iusedtobe: West Point Uniform</p>
<p><span> </span></p>",Unshattered,,Clutch,"black, blue, clutch, dress gray, Military, Price_$0 - $100, Size_Small, Style_Clutch, Sustainable Material_Military Uniforms, uniform, west point",false,Title,Default Title,,,,,"",453.59237,shopify,deny,manual,79.00,,true,true,'49116221,https://cdn.shopify.com/s/files/1/2608/1584/products/Mortensen_191105-12.jpg?v=1576243899,1,,false,,,,,,,,,,,,,,,,,lb,,,,,archived
west-point-dress-gray-uniform-wristlet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/Mortensen_191105-13.jpg?v=1576243825,2,,,,,,,,,,,,,,,,,,,,,,,,
gileen-market-bag,Gileen Market Bag,"<div class=""woocommerce-tabs wc-tabs-wrapper"">
<div class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"">
<p><span>When you buy and carry this bag, you are helping women sustain their sobriety. This pretty bag is handcrafted in Hudson Valley, NY. It is made from upcycled manufacturing scrap and upholstery remnants. The subtle pattern and pop of color on the lining add just the right touches to this everyday neutral bag!  </span></p>
<h4>Details:<br>
</h4>
<ul>
<li>Dimensions: 14"" tall x 11"" wide</li>
<li>exterior: upcycled heavy duty neutral fabric</li>
<li>interior lining: light purple fabric</li>
<li>three internal drop in side-wall pockets</li>
<li>brown adjustable shoulder strap</li>
<li>black strap slides </li>
<li>magnetic closure</li>
</ul>
<p style=""text-align: center;""> </p>
<p style=""text-align: center;""><em>Handcrafted by a woman winning her fight against addiction. <br></em><em>#carrysomethingthatmatters</em></p>
</div>
</div>
<div class=""up-sells upsells products""></div>",Unshattered,,Market Bag,"Crossbody, gold, market, Price_$0 - $100, purple, Size_Medium, small, Style_Market Bag, Sustainable Material_Leather Free, sustainablefashion, tan",false,Title,Default Title,,,,,"",1360.77711,shopify,deny,manual,79.00,,true,true,'59189821,https://cdn.shopify.com/s/files/1/2608/1584/products/DSC_0932.NEF.jpg?v=1649272489,1,Gileen Market Bag on mannequin,false,,,,,,,,,,,,,,,,,lb,,,,,draft
gileen-market-bag,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/GileenMarket.jpg?v=1649272504,2,woman holding Gileen Market Bag,,,,,,,,,,,,,,,,,,,,,,,
gileen-market-bag,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/IMG_5974.jpg?v=1649272531,3,Tan label detail Gileen Market Bag,,,,,,,,,,,,,,,,,,,,,,,
limited-edition-investment-collection-leather-tote,*LIMITED EDITION* Investment Collection Leather Tote,"<p><span>Who says you can't look good while doing good?! The Investment Collection was designed for those Ambassadors of Possibility who want to make more than just a fashion statement. </span></p>
<p><span>Carriers of this line become part of an exclusive sisterhood of Unshattered supporters. This</span><span> gorgeous, limited edition Leather Tote is our gift to those who donate $2,500* to Project Possibilities --the purchase and renovation of a new facility that will allow us to expand our team to serve even more women!</span> </p>
<p>Handcrafted from premium leather, it features front and back zippered pockets, a beautiful golden embossed logo <em>plus an interior liner that is signed by our team of women in recovery</em>. <span>(😍)</span><br></p>
<p><span>Carry it proudly to show the world that you believe in what's possible for women. See someone else with a product from this collection? Let her know that you see her and you know what a difference she makes, too! </span></p>
<h4><span>Details:</span></h4>
<ul>
<li>Dimensions: 12"" x 5"" x 11""</li>
<li>Two exterior zippered pockets on the front and back panels</li>
<li>Two internal back wall pockets</li>
<li>Two leather shoulder straps finished with edge coat sourced from Italy</li>
<li>Gold-tone hardware</li>
<li data-stringify-border=""0"" data-stringify-indent=""0"">Magnetic snap closure </li>
</ul>
<p><span>*Purchasers will be provided a tax deductible receipt for a $2,350 donation to Unshattered upon shipment. (<em>For IRS purposes the product value associated with this donation is $150)</em></span></p>",Unshattered Limited,"Apparel & Accessories > Handbags, Wallets & Cases > Handbags",Leather Tote,"aqua, blue, Color_Blue, donation, investment, leather, limitededition, premium, Price_$300+, Project Possibilities, robinseggblue, Size_Medium, Style_Leather Tote, Sustainable Material_Leather, Tote, tribe",true,Title,Default Title,,,,,"",1360.77711,shopify,continue,manual,2500.00,,true,false,'91399997,https://cdn.shopify.com/s/files/1/2608/1584/products/InvestmentCollectionToteFront.jpg?v=1662692063,1,,false,*LIMITED EDITION* Investment Collection Leather Tote ,Designed for those Ambassadors of Possibility who want to make more than just a fashion statement. Check out our Leather Tote here.,,,,,,,,,,,,,,,lb,,,,,active
limited-edition-investment-collection-leather-tote,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/InvestmentCollectionToteBackEdited.jpg?v=1662692063,2,,,,,,,,,,,,,,,,,,,,,,,,
limited-edition-investment-collection-leather-tote,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/InvestmentCollection-712.jpg?v=1662692086,3,,,,,,,,,,,,,,,,,,,,,,,,
limited-edition-investment-collection-leather-tote,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/InvestmentToteLifestyle.jpg?v=1662692106,4,,,,,,,,,,,,,,,,,,,,,,,,
limited-edition-leather-zip-wristlet-investment-collection,*LIMITED EDITION* Investment Collection Leather Zip Wristlet,"<p><span>Who says you can't look good while doing good?! The Investment Collection was designed for those Ambassadors of Possibility who want to make more than just a fashion statement.</span></p>
<p><span>Carriers of this line become part of an exclusive sisterhood of Unshattered supporters. This</span><span> gorgeous, limited edition Leather Zip Wristlet is our gift to those who donate $1,000* to our Project Possibilites--the purchase and renovation of a new facility that will allow us to expand our team to serve even more women!</span> </p>
<p>Handcrafted from premium leather, it features a mini leather tassel<span> </span><em>plus</em> a beautiful gold embossed logo. <span>(😍)</span><br></p>
<p><span>Carry it proudly to show the world that you believe in what's possible for women. See someone else with a product from this collection? Let her know that you see her and you know what a difference she makes, too! </span></p>
<p>Special thanks to the incredibly chic<span> </span><a href=""https://hudsonsquareboutique.com/"">Hudson Square Boutique</a><span> </span>for styling us and letting us shoot at your location!</p>
<h4><span>Details:</span></h4>
<ul>
<li>Dimensions: 11"" x 7""</li>
<li>leather wrist strap</li>
<li>gold-tone hardware </li>
</ul>
<p><span><br>Purchasers will be provided a tax-deductible receipt for a $900 donation to Unshattered upon shipment. (<em>For IRS purposes the product value associated with this donation is $100)</em></span></p>",Unshattered Limited,,Wristlet,"aqua, blue, Color_Blue, donation, investment, leather, limitededition, premium, Price_$300+, Project Possibilities, robinseggblue, Size_Small, Style_Wristlet, Sustainable Material_Leather, wristlet",true,Title,Default Title,,,,,"",907.18474,shopify,deny,manual,1000.00,,true,false,'55224125,https://cdn.shopify.com/s/files/1/2608/1584/products/InvestmentCollectionWristletEdit2.jpg?v=1662692274,1,,false,,"This gorgeous, limited edition Leather Zip Wristlet is our gift to those who donate to our Project Possibilities--the purchase and renovation of a new facility that will allow us to expand our team to serve even more women! You can make a difference. Check out our investment collection today.",,,,,,,,,,,,,,,lb,,,,,active
limited-edition-leather-zip-wristlet-investment-collection,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/IMG_7016.jpg?v=1662692274,2,Kelly Lyndgaard holding a limited edition leather zip wristlet as she sits on a chair.,,,,,,,,,,,,,,,,,,,,,,,
limited-edition-leather-zip-wristlet-investment-collection,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/IMG_7025.jpg?v=1662692618,3,One founders edition leather zip wristlet with a pair of sunglasses and a plant sitting next to it on a table with a wood triangle design.,,,,,,,,,,,,,,,,,,,,,,,
limited-edition-leather-zip-wristlet-investment-collection,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/IMG_7042.jpg?v=1662692652,4,One founders edition leather wristlet hanging  on a mannequin's arm next to a plant.,,,,,,,,,,,,,,,,,,,,,,,
limited-edition-leather-zip-wristlet-investment-collection,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/InvestmentCollectionWristletDetailShot.jpg?v=1662692274,5,,,,,,,,,,,,,,,,,,,,,,,,
limited-edition-leather-zip-wristlet-investment-collection,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/IMG_7044.jpg?v=1662692266,6,Kellly Lyndgaard holding a set of keys and a leather wristlet while sitting on a chair.,,,,,,,,,,,,,,,,,,,,,,,
limited-edition-leather-zip-wristlet-investment-collection,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/InvestmentCollectionWristletInterior.jpg?v=1662692584,7,,,,,,,,,,,,,,,,,,,,,,,,
limited-edition-investment-collection-large-leather-tassel,*LIMITED EDITION* Investment Collection Large Leather Tassel,"<p><span>Who says you can't look good while doing good?! The Investment Collection was designed for those Ambassadors of Possibility who want to make more than just a fashion statement.</span></p>
<p><span>Carriers of this line become part of an exclusive sisterhood of Unshattered supporters. This</span><span> gorgeous, limited edition Large Leather Tassel is our gift to those who donate $500* to Project Possibilities --the purchase and renovation of a new facility which will allow us to expand our team to serve even more women!</span> </p>
<p>Handcrafted from premium leather, it features our signature gold thread--a true symbol of possibility and impact. <span>(😍)</span><br></p>
<p><span>Carry it proudly to show the world that you believe in what's possible for women. See someone else with a product from this collection? Let her know that you see her and you know what a difference she makes, too! </span></p>
<p>Special thanks to the incredibly chic<span> </span><a href=""https://hudsonsquareboutique.com/"">Hudson Square Boutique</a><span> </span>for styling us and letting us shoot at your location!</p>
<p><span>*Purchasers will be provided a tax-deductible receipt for a $480 donation to Unshattered upon shipment. (<em>For IRS purposes the product value associated with this donation is $20)</em></span></p>",Unshattered Limited,Apparel & Accessories > Handbag & Wallet Accessories > Keychains,Tassel,"aqua, blue, donation, investment, leather, limitededition, Price_$300+, Project Possibilities, robinseggblue, Style_*Little Somethings*, Sustainable Material_Leather, tassel",true,Title,Default Title,,,,,"",226.796185,shopify,continue,manual,500.00,,true,false,'33753149,https://cdn.shopify.com/s/files/1/2608/1584/products/InvestmentCollectionTassle.jpg?v=1662692154,1,,false,,,,,,,,,,,,,,,,,lb,,,,,active
limited-edition-investment-collection-large-leather-tassel,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/IMG_7017_0fe57851-6b1d-464c-a6a8-1a40057eb978.jpg?v=1662692154,2,Large Leather Tassel ,,,,,,,,,,,,,,,,,,,,,,,
limited-edition-investment-collection-large-leather-tassel,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/IMG_7033_d9823348-4e66-4c87-8ffb-31ff9b63f42e.jpg?v=1662692863,3,Holding large leather tassel,,,,,,,,,,,,,,,,,,,,,,,
unshattered-magnet,Unshattered Magnet,"The purchase of this product helps us build our job creation engine. Sport it proudly to share our story, or your own story of freedom. In doing so, you'll let the world know that recovery is possible and hope is never lost!",Unshattered,,Magnet,"Color_Blue, investment, magnet, Price_$0 - $100, Size_Small, Style_*Little Somethings*, support, swag",true,Title,Default Title,,,,,"",0.0,shopify,deny,manual,10.00,,true,true,'12743229,https://cdn.shopify.com/s/files/1/2608/1584/products/Resized_20191125_142319.jpg?v=1574716159,1,,false,,,,,,,,,,,,,,,,,lb,,,,,active
unshattered-magnet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/Resized_20191125_142827.jpg?v=1574716198,2,,,,,,,,,,,,,,,,,,,,,,,,
show-your-support-unshattered-sticker,Unshattered Sticker,"The purchase of this product helps us build our job creation engine. Sport it proudly to share our story, or your own story of freedom. In doing so, you'll let the world know that recovery is possible and hope is never lost!",Unshattered,,Sticker,"investment, Price_$0 - $100, Size_Small, sticker, Style_*Little Somethings*, support, swag",true,Title,Default Title,,,,,"",0.0,shopify,deny,manual,1.50,,true,true,'99799869,https://cdn.shopify.com/s/files/1/2608/1584/products/Resized_20191125_141518.jpg?v=1574714311,1,,false,,,,,,,,,,,,,,,,,lb,,,,,active
donate,Donate,"",Unshattered,,Donation,"donate, POS, Price_$0 - $100",false,Title,Donate $2,,,,,"",0.0,,deny,manual,2.00,,false,false,'93176125,,,,false,,,,,,,,,,,,,,,,,lb,,,,,active
donate,,,,,,,,,Donate $5,,,,,"",0.0,,deny,manual,5.00,,false,false,'93208893,,,,,,,,,,,,,,,,,,,,,lb,,,,,
donate,,,,,,,,,Donate $10,,,,,"",0.0,,deny,manual,10.00,,false,false,'93241661,,,,,,,,,,,,,,,,,,,,,lb,,,,,
donate,,,,,,,,,Donate $25,,,,,"",0.0,,deny,manual,25.00,,false,false,'93274429,,,,,,,,,,,,,,,,,,,,,lb,,,,,
dezzy-toiletry-kit,Dezzy Toiletry Kit,"<meta charset=""utf-8"">
<p><span>This lovely toiletry kit is perfect for every day or just for travel! It is made from upcycled upholstery fabric and manufacturing scraps and lined with a wipe-clean, durable vinyl. </span></p>
<h4>Details:</h4>
<ul>
<li>Dimensions: 11"" x 5"" x 5""</li>
<li>wipe-cean vinyl interior</li>
<li>zip closure</li>
</ul>
<br>
<div style=""text-align: center;""></div>
<div style=""text-align: center;""><em>Handcrafted by a woman winning her battle against addiction and named in honor of someone who's still fighting. <br>#carrysomethingthatmatters</em></div>",Unshattered,,Toiletry Kit,"Color_Multicolor, cream, fall, gray, Makeup, mustard yellow, Price_$0 - $100, Size_Small, Style_Toiletry Kit, summer, summer2021, Sustainable Material_Vinyl, tan, textured, toiletry, travel, Yellow",false,Title,Default Title,,,,,"",453.59237,shopify,deny,manual,68.00,,true,true,'34772029,https://cdn.shopify.com/s/files/1/2608/1584/products/DezzyToiletry.jpg?v=1649271827,1,Dezzy Toiletry ,false,,,,,,,,,,,,,,,,,lb,,,,,archived
dezzy-toiletry-kit,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/Mortensen_191029-54_aecf1ad0-21c8-4d65-a894-7c42ad3e9938.jpg?v=1649271845,2,Woman holding Dezzy Toiletry,,,,,,,,,,,,,,,,,,,,,,,
dezzy-toiletry-kit,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/Mortensen_191029-55.jpg?v=1649271860,3,handle photo Dezzy Toiletry,,,,,,,,,,,,,,,,,,,,,,,
dezzy-toiletry-kit,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/Mortensen_191029-56.jpg?v=1649271875,4,Dezzy Toiletry,,,,,,,,,,,,,,,,,,,,,,,
handbag-from-mercedes-benz-interior,Convertible Handbag from Mercedes-Benz Interior,"<meta charset=""utf-8"">
<p><span>Handcrafted from original 1955 Mercedes-Benz upholstery, this bag is luxury on your arm. You don’t have to love cars to know it is something special.  Features adjustable, removable crossbody strap so you can wear it several ways.</span></p>
<h4>Details:</h4>
<ul>
<li>100% upcycled fabric</li>
<li>Dimensions: 13 x 3 x 10 inches</li>
<li>three internal side-wall pockets </li>
<li>adjustable shoulder strap</li>
<li>black strap slides</li>
<li>magnetic clap</li>
</ul>
<p><br></p>
<p style=""text-align: center;""><em>Handcrafted in Hudson Valley, NY by a woman winning her battle against addiction and named in honor of someone who is still fighting. <br>#carrypossibilities</em></p>",Unshattered,,Convertible Handbag,"Color_Gray, convertible, green, handbag, mercedes benz, plaid, Price_$200 - $250, Size_Medium, small, Style_Convertible Handbag, Sustainable Material_Leather Free, Sustainable Material_Mercedes-Benz, travel",true,Title,Default Title,,,,,"",453.59237,shopify,deny,manual,245.00,,true,true,'78134333,https://cdn.shopify.com/s/files/1/2608/1584/products/Mortensen_191119-27.jpg?v=1649270563,1,Woman holding Convertible Handbag,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/Mortensen_191119-28.jpg?v=1649270591,lb,,,,,active
handbag-from-mercedes-benz-interior,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/Mortensen_191119-28.jpg?v=1649270591,2,Gray label detail photo of convertible handbag,,,,,,,,,,,,,,,,,,,,,,,
west-point-dress-gray-makeup-kit,West Point Dress Gray Uniform Makeup Kit,"<meta charset=""utf-8"">
<p><span>This handcrafted makeup kit is made from a retired West Point Cadet Dress Gray Uniform. Lined with Ultrafabric's wipe-clean, durable synthetic leather to protect against spills, i</span>t is perfect for your toiletries when traveling or at home. </p>
<h4>Details:</h4>
<ul>
<li><span>Liner: wipe-clean vinyl </span></li>
<li>Dimensions: 11"" x 5"" x 5""</li>
<li>zip closure </li>
</ul>
<div style=""text-align: center;""><em></em></div>
<div style=""text-align: center;"">
<em>Handcrafted by a woman winning her battle against addiction and named in honor of someone who is still fighting. </em><br><em>#carrysomethingthatmatters </em>
</div>",Unshattered,"Apparel & Accessories > Handbags, Wallets & Cases > Handbags",ACU Makeup Kit,"army, camo, Color_Black, Color_Blue, Makeup, Military, Price_$0 - $100, showcase, Size_Small, Style_Makeup Kit, Sustainable Material_Military Uniforms, toiletry, travel, uniform, west point, westpoint",true,Title,Default Title,,,,,"",453.59237,shopify,deny,manual,38.00,,true,true,'35970877,https://cdn.shopify.com/s/files/1/2608/1584/products/Mortensen_191119-42.jpg?v=1619492567,1,,false,,,,,,,,,,,,,,,,,lb,,,,,active
